search URL:,https://patents.google.com/?q=mouse&q=trap&oq=mouse+trap
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
EP-1244679-B1,Purine derivatives ,"Ariad Pharmaceuticals, Inc.","Manfred Weigele, Tomi K. Sawyer, Regine Bohacek, William C. Shakespeare, Rajeswari Sundaramoorthi, Yihan Wang, David C. Dalgarno, Iii Chester A. Metcalf",1999-12-17,2000-12-18,2006-11-15,2006-11-15,https://patents.google.com/patent/EP1244679B1/en,
CN-102491969-B,Heteroaromatic quinoline compounds and their use as inhibitors pde10 ,辉瑞产品公司,"P.R.韦尔豪斯特, C.J.赫拉尔, D.J.胡弗, J.M.汉姆弗利",2005-01-07,2005-12-22,2015-08-19,2015-08-19,https://patents.google.com/patent/CN102491969B/en,
US-7278113-B1,Logistics management system user interface having dynamic form configuration ,Unisys Corporation,"Sandra J. Racine, Todd M. Rasmus, Scott A. Jungers, JoAnn E. Jancik",2003-03-31,2003-03-31,2007-10-02,2007-10-02,https://patents.google.com/patent/US7278113B1/en,https://patentimages.storage.googleapis.com/US7278113B1/US07278113-20071002-D00000.png
JP-2003530124-A,Methods and materials related to new stem cell growth factor-like polypeptides and polynucleotides ,麒麟麦酒株式会社,"カオ，チェン−チ, ワイ． タン，トム, ティー． ドルマナック，ラドジェ, マイズ，ナンシー, ラバット，アイヴァン, 光郎 西川",2000-04-05,2001-04-05,2003-10-14,,https://patents.google.com/patent/JP2003530124A/en,
PT-2081955-E,Metastin derivatives and use thereof ,Takeda Pharmaceutical,"Taiji Asami, Naoki Nishizawa",2006-10-25,2007-10-24,2015-07-10,,https://patents.google.com/patent/PT2081955E/en,
JP-2010506563-A,Kidney-derived cells and their use in tissue repair and regeneration ,エシコン・インコーポレイテッドＥｔｈｉｃｏｎ，  Ｉｎｃｏｒｐｏｒａｔｅｄ,"ゴシーウスカ・アンナ, コルター・デイビッド・シー, セイダ・アグニースツカ, ブエンスセソ・チャリト・エス",2006-10-12,2007-10-11,2010-03-04,,https://patents.google.com/patent/JP2010506563A/en,
US-2019076476-A1,Novel immunotherapy against neuronal and brain tumors ,Immatics Biotechnologies Gmbh,"Toni Weinschenk, Oliver Schoor, Claudia Trautwein, Norbert Hilf, Steffen Walter, Harpreet Singh",2007-07-27,2018-11-20,2019-03-14,,https://patents.google.com/patent/US20190076476A1/en,https://patentimages.storage.googleapis.com/4d/23/b2/e89aa3037d9681/US20190076476A1-20190314-D00001.png
US-7231636-B1,System and method for tracking VoiceXML document execution in real-time ,Nortel Networks Limited,Daniel Evans,2001-12-21,2001-12-21,2007-06-12,2007-06-12,https://patents.google.com/patent/US7231636B1/en,https://patentimages.storage.googleapis.com/US7231636B1/US07231636-20070612-D00000.png
US-7370269-B1,System and method for real-time annotation of a co-browsed document ,Oracle International Corporation,"Damodar R. Prabhu, Jeffrey R. Doering, Xuxia Kuang, Anindo Roy, Ramu Sunkara",2001-08-31,2002-08-26,2008-05-06,2008-05-06,https://patents.google.com/patent/US7370269B1/en,https://patentimages.storage.googleapis.com/US7370269B1/US07370269-20080506-D00000.png
FI-67844-C,"Foerfarande Foer framstaellning of nya terapeutiskt anvaendbara 3,5-Diamino-6- (substituted phenyl) -1,2,4-triazinderivat ",Wellcome Found,"Martin George Baxter, Albert Reginald Elphick, Alistair Ainslie Miller, David Alan Sawyer",1979-06-01,1980-05-30,1985-06-10,1985-06-10,https://patents.google.com/patent/FI67844C/en,
WO-2012125629-A1,Substituted diamino-pyrimidine and diamino-pyridine derivatives as pi3k inhibitors ,Incyte Corporation,Andrew P. Combs,2011-03-14,2012-03-13,2012-09-20,,https://patents.google.com/patent/WO2012125629A1/en,
WO-9711431-A1,Non-overlapping tiling apparatus and method for multiple window displays ,Cohn Robert M,Robert M. Cohn,1995-09-20,1996-09-20,1997-03-27,,https://patents.google.com/patent/WO1997011431A1/en,
DE-10043992-B4,Method for examining a sample and confocal scanning microscope ,Leica Microsystems Cms Gmbh,"Dr. Engelhardt Johann, Dr. Hoffmann Jürgen, Dr. Knebel Werner",2000-09-05,2000-09-05,2013-12-24,2013-12-24,https://patents.google.com/patent/DE10043992B4/en,https://patentimages.storage.googleapis.com/29/44/57/368b8fc04dd279/00160001.png
US-2005048581-A1,Method and device for biochemical detection and analysis of subcellular compartments from a single cell ,"Chiu Daniel T., Bingyun Sun, Shelby James Patrick, Edgar John Scott, Gavin Jeffries, Lorenz Robert M., Kuo Jason S., Mingyan He, Allen Peter B., Sarah Mutch, Kuyper Christopher L., Fiorini Gina S., Lim David S. W.","Daniel Chiu, Bingyun Sun, James Shelby, John Edgar, Gavin Jeffries, Robert Lorenz, Jason Kuo, Mingyan He, Peter Allen, Sarah Mutch, Christopher Kuyper, Gina Fiorini, David Lim",2003-08-25,2004-08-25,2005-03-03,,https://patents.google.com/patent/US20050048581A1/en,https://patentimages.storage.googleapis.com/79/50/e5/06be392d00c330/US20050048581A1-20050303-D00000.png
US-6700890-B1,Method and apparatus for configuring permanent virtual connection (PVC) information stored on network devices in an ATM network logically configured with subnetworks ,"Cisco Technology, Inc.","David Langley, Gabriel Lee",1997-12-22,1997-12-22,2004-03-02,2004-03-02,https://patents.google.com/patent/US6700890B1/en,https://patentimages.storage.googleapis.com/8b/29/14/698f2a20f4abf1/US6700890-drawings-page-3.png
US-2008019964-A1,Use of certain drugs for treating nerve root injury ,"Kjell Olmarker, Bjorn Rydevik","Kjell Olmarker, Bjorn Rydevik",1998-09-25,2007-01-03,2008-01-24,,https://patents.google.com/patent/US20080019964A1/en,
KR-20070053264-A,"Novel heteroaromatic inhibitors of fructose 1,6-bisphosphatase ","메타베이시스 테라퓨틱스, 인크.","쿤 당, 엠. 라미 레디, 케이 라쟈 레디, 아툴 아가르왈, 마크 디. 에리온, 스리니바스 라오 카시브하트라",1998-09-09,1999-09-03,2007-05-23,,https://patents.google.com/patent/KR20070053264A/en,
JP-5238159-B2,A bioavailable diacylhydrazine ligand for regulating the expression of exogenous genes through the ecdysone receptor complex ,イントレクソン  コーポレイション,"ホーマン，ロバート，ユージン, ポーター，デイビッド，ダブリュー．, チョルティク，オレステス, タイス，コリン，エム．, カールソン，グレン，リチャード, マイヤー，アンドリュー, オピエ，トーマス，アール．",2003-02-28,2004-02-27,2013-07-17,2013-07-17,https://patents.google.com/patent/JP5238159B2/en,https://patentimages.storage.googleapis.com/bb/5e/79/9650fd5c31ba47/0005238159-138.png
JP-2013541591-A,Heterocyclic compounds and their use ,アムジエン・インコーポレーテツド,"カイザーマン，ジエイコブ, フイツシヤー，ベンジヤミン, ジヨンソン，マイケル・ジー, ルーカス，ブライアン, シン，ヨンスク",2010-11-04,2011-11-04,2013-11-14,,https://patents.google.com/patent/JP2013541591A/en,
TW-200823233-A,ELISA for VEGF ,Genentech Inc,"Yu-Ju G Meng, Kyu H Hong, Johnny Gutierrez",2006-10-04,2007-10-03,2008-06-01,,https://patents.google.com/patent/TW200823233A/en,
JP-2006523849-A,"Polypeptides involved in natriuretic peptide, their identification and use ",バイオサイト  インコーポレイテッド,ブシュラー，ケネス，エフ,2003-04-17,2004-04-15,2006-10-19,,https://patents.google.com/patent/JP2006523849A/en,
DE-10103922-A1,Interactive Datensicht- and operating system ,Physoptics Opto Electronic Gmb,"Edgar Jochheim, Heinrich A Eberl, Roland H C Eberl, David P Dickerson, Karsten Koenigstein",2001-01-30,2001-01-30,2002-08-01,,https://patents.google.com/patent/DE10103922A1/en,
US-2005142581-A1,Microrna as ligands and target molecules ,"Griffey Richard H., Bennett C. F., Ecker David J., Ward Donna T., Freier Susan M.","Richard Griffey, C. Bennett, David Ecker, Donna Ward, Susan Freier",2003-09-04,2004-09-03,2005-06-30,,https://patents.google.com/patent/US20050142581A1/en,https://patentimages.storage.googleapis.com/75/1f/54/ecd0080ae0684d/US20050142581A1-20050630-D00001.png
CN-102164940-A,TGR5 modulators and methods of use thereof ,英特塞普特医药品公司,R·佩里恰里,2008-07-30,2009-07-30,2011-08-24,,https://patents.google.com/patent/CN102164940A/en,
KR-100818056-B1,An agent for the treatment of allergies comprising substituted pyrazoles ,"오르토-맥네일 파마슈티칼, 인코퍼레이티드","거스틴다린제이., 구인, 그리스체르빌에이., 메두나스티븐피., 버틀러크리스토퍼알., 선시퀀, 세혼클라크에이., 에드워드제임스피., 웨이지안메이, 카이후이, 카투야하리파다, 칼슨라즈, 터몬드로빈엘., 테이즈캐빈엘., 피오바바라에이.",2000-09-06,2001-09-05,2008-03-31,2008-03-31,https://patents.google.com/patent/KR100818056B1/en,https://patentimages.storage.googleapis.com/c1/24/6a/67b69ebbc70806/112003007978491-pct00177.png
TW-I440632-B,Compounds for treating proliferative disorders ,Synta Pharmaceuticals Corp,"Shoujun Chen, Keizo Koya, Zachary Demko, Lijun Sun",2006-08-21,2007-08-20,2014-06-11,2014-06-11,https://patents.google.com/patent/TWI440632B/en,
US-2003153082-A1,Hematopoietic cells from human embryonic stem cells ,The John P. Robarts Research Institute,Mickie Bhatia,2001-12-07,2002-12-06,2003-08-14,,https://patents.google.com/patent/US20030153082A1/en,https://patentimages.storage.googleapis.com/c6/8c/d0/d7d113cea7e7a3/US20030153082A1-20030814-D00001.png
JP-2005527576-A,Oral administration of the epothilone compounds ,ブリストル−マイヤーズ  スクイブ  カンパニーＢｒｉｓｔｏｌ−Ｍｙｅｒｓ  Ｓｑｕｉｂｂ  Ｃｏｍｐａｎｙ,リー・フランシス・ワイ,2002-04-04,2003-04-01,2005-09-15,,https://patents.google.com/patent/JP2005527576A/en,https://patentimages.storage.googleapis.com/be/31/e7/c19ecf00c8ca0a/2005527576-77.png
DE-10009503-A1,Methods for immobilizing conjugates in diagnostic tests ,Roche Diagnostics Gmbh,"Juergen Schaeffler, Barbara Upmeier",2000-02-29,2000-02-29,2001-08-30,,https://patents.google.com/patent/DE10009503A1/en,
JP-H09191900-A,Reduction in immunogenicity of variable domain of antibody ,"Merck & Co Inc, Natl Inst Of Health, ナショナル  インスティテュート  オブ  ヘルス, メルク  エンド  カムパニー  インコーポレーテッド","Bruce L Daugherty, George E Mark Iii, Eduardo A Padlan, エー．パドラン エドゥアルド, イー．マーク  ザ  サード ジョージ, エル．ドーハーティ ブルース",1991-05-17,1992-05-18,1997-07-29,,https://patents.google.com/patent/JPH09191900A/en,
US-4843087-A,Di-heterocyclic compounds and their use as antiviral agents ,Sterling Drug Inc.,Guy D. Diana,1983-08-29,1987-06-17,1989-06-27,1989-06-27,https://patents.google.com/patent/US4843087A/en,
WO-2012149376-A2,Porous nanoparticle-supported lipid bilayers (protocells) for targeted delivery and methods of using same ,"Stc.Unm, Sandia Corporation","Jeffrey C. BRINKER, Eric C. CARNES, Carlee Erin ASHLEY",2011-04-28,2012-04-27,2012-11-01,,https://patents.google.com/patent/WO2012149376A2/en,
WO-0164882-A2,"1983, 52881, 2398, 45449, 50289, and 52872, g protein-coupled receptors and uses therefor ","Millennium Pharmaceuticals, Inc.","Maria Alexandra Glucksmann, Katherine M. Galvin, Inmaculada Silos-Santiago",2000-02-29,2001-02-28,2001-09-07,,https://patents.google.com/patent/WO2001064882A2/en,
US-2002165945-A1,Method and system for registry flying in a network ,"Randy Buswell, Bach Le, Lam Sui M., David Stone","Randy Buswell, Bach Le, Sui Lam, David Stone",2001-05-07,2001-05-07,2002-11-07,,https://patents.google.com/patent/US20020165945A1/en,https://patentimages.storage.googleapis.com/e7/93/0f/540241de9e9310/US20020165945A1-20021107-D00000.png
US-6500849-B1,"1-alkyl-, 1-alkenyl-, and 1-alkynylaryl-2-amino 1,3-propanediols and related compounds ",Aventis Pharmaceuticals Inc.,"John Joseph Tegeler, Barbara Seavey Rauckman, Russell Richard Lee Hamer, Brian Scott Freed, Gregory Harold Merriman",1990-03-13,1999-01-26,2002-12-31,2002-12-31,https://patents.google.com/patent/US6500849B1/en,
US-2005221333-A1,"Microfluidic apparatus, systems, and methods for performing molecular reactions ",Intel Corporation,"Narayanan Sundararajan, Lei Sun, Yuegang Zhang, Xing Su, Selena Chan, Tae-Woong Koo, Andrew Berlin",2004-03-31,2004-03-31,2005-10-06,,https://patents.google.com/patent/US20050221333A1/en,https://patentimages.storage.googleapis.com/19/32/05/a40a2c6da53843/US20050221333A1-20051006-D00001.png
AU-769143-B2,Compositions and methods for the therapy and diagnosis of lung cancer ,Corixa Corporation,"Chaitanya S. Bangur, Darrick Carter, Gary R. Fanger, Michael J. Lodes, Jane Mannion, Marc W. Retter, Thomas S Vedvick, Tongtong Wang",1999-06-30,2000-06-30,2004-01-15,2004-01-15,https://patents.google.com/patent/AU769143B2/en,
CA-1181087-A,"Secondary amines, their preparation and use in pharmaceutical compositions ","Anthony T. Ainsworth, David G. Smith, Beecham Group Limited","Anthony T. Ainsworth, David G. Smith",1980-05-22,1981-05-08,1985-01-15,1985-01-15,https://patents.google.com/patent/CA1181087A/en,
JP-H08502287-A,Pyrimidine bisphosphonic acid esters and (alkoxymethyl phosphinyl) alkylphosphonic acids as anti-inflammatory agents ,ジ・アップジョン・カンパニー,"ダン，コリン・ジョン, チン，チィァ・エン, ヌージェント，リチャード・アレン, フリッツェン，エドワード・エル，ジュニア, ホワイト，デビッド・アール",1992-10-09,1993-09-20,1996-03-12,,https://patents.google.com/patent/JPH08502287A/en,
US-8574548-B2,Antagonists of ligands and uses thereof ,National Research Council Of Canada,"Maureen D. O'Connor-McCourt, Traian Sulea, John C. Zwaagstra, Jason Baardsnes",2007-03-19,2012-10-18,2013-11-05,2013-11-05,https://patents.google.com/patent/US8574548B2/en,https://patentimages.storage.googleapis.com/73/d7/29/fb6d56ff63d487/US08574548-20131105-D00000.png
WO-2009154964-A9,Methods for structural analysis of glycans ,Glycome Technologies Inc.,"Anthony Lapadula, Justin Prien",2008-05-30,2009-05-27,2010-02-25,,https://patents.google.com/patent/WO2009154964A9/en,
KR-20130065632-A,"[5,6]heterocyclic compound ",다이이찌 산쿄 가부시키가이샤,"가즈마사 아오키, 사토시 마츠이, 겐지 요시카와, 히로키 시미즈, 준코 사사키, 가츠요시 나카지마, 오사무 간노, 기요시 오이즈미",2010-04-28,2011-04-27,2013-06-19,,https://patents.google.com/patent/KR20130065632A/en,
US-2005149711-A1,Method and system for firmware-based run time exception filtering ,"Zimmer Vincent J., Rothman Michael A.","Vincent Zimmer, Michael Rothman",2003-12-30,2003-12-30,2005-07-07,,https://patents.google.com/patent/US20050149711A1/en,https://patentimages.storage.googleapis.com/a9/b7/b4/349dda9a178fe8/US20050149711A1-20050707-D00000.png
JP-2008502720-A,Bacterial efflux pump inhibitors and methods of treating bacterial infections ,エムペックス・ファーマシューティカルズ・インコーポレーテッド,"オルガ・ロモフスカヤ, キース・ボスティアン, トーマス・グリンカ, ドンシュー・サン, マーク・サーバー",2004-05-21,2005-05-20,2008-01-31,,https://patents.google.com/patent/JP2008502720A/en,https://patentimages.storage.googleapis.com/aa/79/09/efad688d795b0b/2008502720-206.png
US-2007218491-A1,Oligomerization of amyloid proteins ,"Oligomerix, Inc.","Sara Vasan, James Moe, Eliot Davidowitz, Pedro Rojas, Abraham Grossman",2006-02-08,2007-02-08,2007-09-20,,https://patents.google.com/patent/US20070218491A1/en,https://patentimages.storage.googleapis.com/ba/d7/97/02251e3a152e10/US20070218491A1-20070920-D00001.png
US-2004235173-A1,Production of host cells containing multiple integrating vectors by serial transduction ,"Gala Design, Inc.","Gregory Bleck, Robert Bremel, Linda Miller",2000-07-03,2004-01-16,2004-11-25,,https://patents.google.com/patent/US20040235173A1/en,https://patentimages.storage.googleapis.com/7b/5b/cb/b01c42447dfa87/US20040235173A1-20041125-D00001.png
US-2004220791-A1,Personalization services for entities from multiple sources ,"Interactual Technologies, Inc. A California Corpor","Allan Lamkin, Gregory Gewickey, Todd Collart",2000-01-03,2004-06-02,2004-11-04,,https://patents.google.com/patent/US20040220791A1/en,https://patentimages.storage.googleapis.com/f6/7e/0f/fb86b68bc1297c/US20040220791A1-20041104-D00000.png
WO-0051360-A1,Tracking and monitoring equipment with security applications ,"Kline & Walker, Llc",Richard C. Walker,1999-02-26,2000-02-25,2000-08-31,,https://patents.google.com/patent/WO2000051360A1/en,
US-2004220926-A1,Personalization services for entities from multiple sources ,"Interactual Technologies, Inc., A California Cpr[P","Allan Lamkin, Gregory Gewickey, Todd Collart",2000-01-03,2004-06-02,2004-11-04,,https://patents.google.com/patent/US20040220926A1/en,https://patentimages.storage.googleapis.com/7a/ad/b3/415883204fad94/US20040220926A1-20041104-D00000.png
JP-2008536876-A,Carboline derivatives useful for cancer treatment ,ピーティーシー  セラピューティクス，インコーポレーテッド,"ウォン，セオンウー, カオ，リアンシアン, キ，ホンヤン, トーマス コーソン，ドナルド, タミララス，ナダラジャン, チョイ，スンギュ, デーヴィス，トーマス, ムーン，ヤング−チョン, ジョセフ ルノックス，ウィリアム",2005-04-18,2006-04-17,2008-09-11,,https://patents.google.com/patent/JP2008536876A/en,https://patentimages.storage.googleapis.com/5e/de/08/f27b9614498bd9/2008536876-221.png
KR-20040078112-A,Animal Breeding System and Utilization of the System ,재단법인 오사카산업진흥기구,"오시마시게루, 요모기다켄타로, 카세다카즈히로, 키요노히로시",2001-12-14,2002-12-13,2004-09-08,,https://patents.google.com/patent/KR20040078112A/en,
JP-H10178425-A,Method and device which do not manage constituting element of network selectively ,"Sun Microsyst Inc, サン  マイクロシステムズ  インコーポレイテッド","Govindarajan Rangarajan, Sundararajan Yamunachari, ランガラジャン ゴヴィンダラジャン, ヤムナチャリ スンダララジャン",1996-06-04,1997-06-03,1998-06-30,,https://patents.google.com/patent/JPH10178425A/en,
US-6442607-B1,Controlling data transmissions from a computer ,Intel Corporation,"Rodney A. Korn, Gregory H. Kisor, Richard C. Calderwood",1998-08-06,1998-08-06,2002-08-27,2002-08-27,https://patents.google.com/patent/US6442607B1/en,https://patentimages.storage.googleapis.com/26/cb/e9/18e11f719400da/US6442607-drawings-page-2.png
US-2002068721-A1,Purine derivatives ,"Manfred Weigele, Sawyer Tomi K., Regine Bohacek, Shakespeare William C., Rajeswari Sundaramoorthi, Yihan Wang, Dalgarno David C., Metcalf Chester A.","Manfred Weigele, Tomi Sawyer, Regine Bohacek, William Shakespeare, Rajeswari Sundaramoorthi, Yihan Wang, David Dalgarno, Chester Metcalf",1999-12-17,2000-12-18,2002-06-06,,https://patents.google.com/patent/US20020068721A1/en,
US-5789898-A,Battery holding device for vehicle ,Yamaha Hatsudoki Kabushiki Kaisha,"Masahiro Suzuki, Nozomu Takata",1995-02-23,1996-02-23,1998-08-04,1998-08-04,https://patents.google.com/patent/US5789898A/en,https://patentimages.storage.googleapis.com/e3/cd/ad/e0f2281d312665/US5789898-drawings-page-2.png
KR-101671535-B1,Alpha helix mimetics and methods relating thereto ,가부시키가이샤 프리즘 파마,"다케나오 오다가미, 유지 고가미, 히로유키 고우지",2008-06-06,2009-06-05,2016-11-01,2016-11-01,https://patents.google.com/patent/KR101671535B1/en,https://patentimages.storage.googleapis.com/e7/2f/84/4ea758888125aa/112011000440352-pct00023.png
EP-3354665-A1,Modified alginates for cell encapsulation and cell therapy ,Massachusetts Institute Of Technology,"Arturo J VEGAS, Minglin Ma, Kaitlin M BRATLIE, Daniel G Anderson, Robert S Langer",2011-06-02,2012-06-04,2018-08-01,,https://patents.google.com/patent/EP3354665A1/en,https://patentimages.storage.googleapis.com/b1/bc/36/685e629c6904b4/imgf0001.png
CA-2752647-A1,Designer ligands of tgf-beta superfamily ,"The Salk Institute For Biological Studies, Senyon Choe, George Allendorph, Mike Isaacs, joint Center for Biosciences","Senyon Choe, George Allendorph, Mike Isaacs",2009-02-24,2010-02-24,2010-09-02,,https://patents.google.com/patent/CA2752647A1/en,
EP-1835038-B1,Nucleic acid interaction analysis ,"Agency for Science, Technology and Research","Yijun Ruan, Melissa Jane Fullwood, Chia Lin Wei",2006-03-13,2007-03-12,2014-06-04,2014-06-04,https://patents.google.com/patent/EP1835038B1/en,https://patentimages.storage.googleapis.com/23/9d/99/da7a4e1e09d180/imgf0001.png
US-2011287012-A1,Nucleic acid encoding cytokine receptor zcytor17 ,"Zymogenetics, Inc.","Cindy A. Sprecher, Scott R. Presnell, Zeren Gao, Theodore E. Whitmore, Joseph L. Kuijper, Mark F. Maurer",2000-06-26,2011-04-20,2011-11-24,,https://patents.google.com/patent/US20110287012A1/en,https://patentimages.storage.googleapis.com/29/5d/cd/f68d1b2b558325/US20110287012A1-20111124-D00000.png
JP-2010075199-A,Culture system for rapid expansion of human embryonic stem cell ,"Geron Corp, ジェロン・コーポレーションＧｅｒｏｎ  Ｃｏｒｐｏｒａｔｉｏｎ","Melissa K Carpenter, Joseph D Gold, Ramkumar Mandalam, Chunhui Xu, メリッサ  ケイ． カーペンター, ジョセフ  ディー． ゴールド, チュンフイ フ, ランクマー マンダラム",2001-09-05,2009-11-30,2010-04-08,,https://patents.google.com/patent/JP2010075199A/en,https://patentimages.storage.googleapis.com/44/aa/76/2ba11095f226c2/2010075199-5.png
CN-103221967-A,Relationship based presence indicating in virtual area contexts ,社会传播公司,"M·里库克, D·范威尼, P·布罗迪",2010-09-11,2011-09-09,2013-07-24,,https://patents.google.com/patent/CN103221967A/en,
EP-0772319-A2,Method and system for sharing information between network managers ,Sun Microsystems Inc.,"Surinder Singh, Robert P. St. Pierre",1995-10-30,1996-10-10,1997-05-07,,https://patents.google.com/patent/EP0772319A2/en,https://patentimages.storage.googleapis.com/53/55/0e/8571ed110bf8a0/imgf0001.png
US-6332145-B1,Method for creating browsing data of an information searching apparatus and method for searching information ,"Hitachi, Ltd.","Kenji Kawasaki, Tetsuo Tanaka, Yoshiaki Morimoto, Kunihisa Nitta, Kimio Tanaka",1995-01-31,1999-09-13,2001-12-18,2001-12-18,https://patents.google.com/patent/US6332145B1/en,https://patentimages.storage.googleapis.com/f1/40/44/5449357368ec05/US6332145-drawings-page-3.png
KR-20050074492-A,Treatment of diabetes ,"와라타 파마수티컬즈, 인크.","스테판 제이. 브랜드, 안토니오 크루즈, 알렉산드라 패스트랙, 인 휴",2002-10-22,2003-10-22,2005-07-18,,https://patents.google.com/patent/KR20050074492A/en,
JP-2010207234-A,"Hybrid and single chain meganuclease, and use thereof ","Cellectis, セレクティスＣｅｌｌｅｃｔｉｓ","Sylvain Arnould, Patrick Chames, Andre Choulika, Jean-Charles Epinat, Emmanuel Lacroix, アーノルド，シルヴァイン, エピナット，ジャン−シャルル, シャメス，パトリック, シュリカ，アンドレ, ラクロワ，エマニュエル",2002-03-15,2010-04-27,2010-09-24,,https://patents.google.com/patent/JP2010207234A/en,https://patentimages.storage.googleapis.com/f7/be/4a/f114150b7c7ff0/2010207234-39.png
EP-2727918-A1,Compounds and Compositions as Protein Kinase Inhibitors ,"Irm Llc, Novartis AG","Shenlin Huang, Xianming Jin, Zuosheng Liu, Daniel Poon, John Tellew, Yongqin Wan, Xing Wang, Yongping Xie",2009-08-28,2010-08-27,2014-05-07,,https://patents.google.com/patent/EP2727918A1/en,https://patentimages.storage.googleapis.com/83/97/83/a8376dacd07807/imgf0001.png
WO-2012071469-A2,Histone demethylase inhibitors and uses thereof for treatment o f cancer ,"Nevada Cancer Institute, Shenzhen Graduate School Of Peking University","Hui Zhang, Tao Ye, Junmin Quan, Jing Wang",2010-11-23,2011-11-22,2012-05-31,,https://patents.google.com/patent/WO2012071469A2/en,
US-2004043388-A1,Three hybrid assay system ,"Come Jon H., Frank Becker, Kley Nikolai A., Christoph Reichel","Jon Come, Frank Becker, Nikolai Kley, Christoph Reichel",2001-03-02,2002-09-03,2004-03-04,,https://patents.google.com/patent/US20040043388A1/en,https://patentimages.storage.googleapis.com/d5/1a/5d/4d6951e7c848ca/US20040043388A1-20040304-D00001.png
KR-20000036057-A,Tienotriazolodiazepine compounds and medicinal uses thereof ,"가마쿠라 아키오, 요시또미 세이야꾸 가부시기가이샤","스에오카히로유키, 고마츠히로츠구, 고바야시하루히토, 에하라슈지",1996-09-13,1997-08-11,2000-06-26,,https://patents.google.com/patent/KR20000036057A/en,
JP-2003503370-A,Formulations for introducing nucleic acids into cells ,"フランツ シェレール, アクセル ステンベルゲール, クリステン プランク","フランツ シェレール, アクセル ステンベルゲール, クリステン プランク",1999-06-25,2000-06-21,2003-01-28,,https://patents.google.com/patent/JP2003503370A/en,
US-7791470-B2,Spin around direction and distance locator ,Roundtrip Llc,Lawrence J. Karr,2006-02-21,2007-02-21,2010-09-07,2010-09-07,https://patents.google.com/patent/US7791470B2/en,https://patentimages.storage.googleapis.com/ca/65/dc/89c037be6c6b25/US07791470-20100907-D00000.png
JP-H0951886-A,Magnetic resonance system ,"Picker Internatl Inc, ピカー  インターナショナル  インコーポレイテッド","Robert A Elek, Haiying Liu, Ravi Srinivasan, リウ ヘイング, スリーニバーサン ラーヴィー, エイ．エリック ロバート",1995-08-08,1996-08-07,1997-02-25,,https://patents.google.com/patent/JPH0951886A/en,
JP-2010523682-A,Administration of carboline derivatives useful for the treatment of cancer and other diseases ,ピーティーシー  セラピューティクス，インコーポレーテッド,"エル．エルフリング ガリ, ヒラワト サミト, ダビス トホマス, エル．ウエエタルル マリア, ミルレル ラングドン, カオ リアングクイアン",2007-04-13,2008-04-12,2010-07-15,,https://patents.google.com/patent/JP2010523682A/en,https://patentimages.storage.googleapis.com/6e/73/0c/7c8dcfb82626e5/2010523682-103.png
EP-1248800-A2,Compositions and methods for therapy and diagnosis of breast cancer ,Corixa Corporation,"Craig H. Day, Davin C. Dillon, Raymond L. Houghton, Yuqiu Jiang, Jennifer L. Mitcham, Aijun Wang",1999-11-30,2000-11-29,2002-10-16,,https://patents.google.com/patent/EP1248800A2/en,
AU-2012222252-B2,FcgammaRIIb-specific Fc antibody ,Chugai Seiyaku Kabushiki Kaisha,"Tomoyuki Igawa, Shojiro Kadono, Hitoshi KATADA, Taichi Kuramochi, Futa Mimoto",2011-02-25,2012-02-24,2016-08-25,2016-08-25,https://patents.google.com/patent/AU2012222252B2/en,
US-2005029448-A1,Nanoparticle ion detection ,"Huan-Cheng Chang, Wen-Ping Peng, Yong Cai","Huan-Cheng Chang, Wen-Ping Peng, Yong Cai",2003-08-07,2003-12-01,2005-02-10,,https://patents.google.com/patent/US20050029448A1/en,https://patentimages.storage.googleapis.com/d0/b2/89/4abdd8da1d00d5/US20050029448A1-20050210-D00000.png
US-2009149414-A1,rAAV EXPRESSION SYSTEMS AND COMPOSITIONS ,"The University Of Florida Research Foundation, Inc.","Kenneth H. Warrington, Shaun R. Opie, Nicholas Muzyczka",2004-02-19,2009-01-30,2009-06-11,,https://patents.google.com/patent/US20090149414A1/en,https://patentimages.storage.googleapis.com/US20090149414A1/US20090149414A1-20090611-D00000.png
TW-201102089-A,Polyal Drug conjugates comprising variable rate- releasing linkers ,Mersana Therapeutics Inc,"Aleksandr Yurkovetskiy, Mao Yin, Giu Liu, Laura Akullian, John J Kane, Cheri A Stevenson, Charles E Hammond, Russell C Petter, John H Van Duzer, Timothy B Lowinger",2009-05-28,2010-05-28,2011-01-16,,https://patents.google.com/patent/TW201102089A/en,
DE-19655235-B4,A method of updating a terminal operating system of a terminal and displaying window information of a windowing application program ,"Wyse Technology, Inc.","Randy Buswell, Carol A. Fox, Bill Gay, Sui M. Lam, Curtis Schwebke, Yih-Shyan Wey",1995-12-29,1996-12-30,2015-07-30,2015-07-30,https://patents.google.com/patent/DE19655235B4/en,https://patentimages.storage.googleapis.com/4c/1c/d1/9debb580ea8882/DE000019655235B4_0004.png
